D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_37_365.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_37_365.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_37_365.jpg, 0, 0.0882936, 0, 0.8604903
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_37_482.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_37_482.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_37_482.jpg, 0, 0.4283911, 0, 1.231475
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_37_592.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_37_592.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_37_592.jpg, 0, 0.7593338, 0, 1.98183
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_37_703.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_37_703.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_37_703.jpg, 0, 1, 0, 3.300245
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_37_817.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_37_817.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_37_817.jpg, -0.1373413, 1, 0, 4.702453
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_37_921.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_37_921.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_37_921.jpg, -0.4471891, 1, 0, 5.829456
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_38_033.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_38_033.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_38_033.jpg, -0.1549454, 1, 0, 6.979308
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_38_147.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_38_147.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_38_147.jpg, 0, 1, 0, 8.331203
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_38_260.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_38_260.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_38_260.jpg, -0.04440489, 1, 0, 9.675369
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_38_374.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_38_374.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_38_374.jpg, 0, 1, 0, 10.78406
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_38_474.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_38_474.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_38_474.jpg, 0, 1, 0, 12.01069
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_38_578.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_38_578.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_38_578.jpg, 0, 1, 0, 13.0712
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_38_693.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_38_693.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_38_693.jpg, 0, 1, 0, 14.17573
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_38_801.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_38_801.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_38_801.jpg, -0.3258561, 1, 0, 15.43952
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_38_910.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_38_910.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_38_910.jpg, -0.2561601, 1, 0, 16.50404
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_39_018.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_39_018.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_39_018.jpg, 0, 1, 0, 17.7452
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_39_120.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_39_120.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_39_120.jpg, -0.2077844, 1, 0, 18.7299
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_39_221.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_39_221.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_39_221.jpg, 0, 1, 0, 19.77015
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_39_322.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_39_322.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_39_322.jpg, 0, 1, 0, 20.76118
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_39_423.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_39_423.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_39_423.jpg, 0, 1, 0, 21.77764
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_39_524.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_39_524.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_39_524.jpg, 0, 1, 0, 22.75902
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_39_624.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_39_624.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_39_624.jpg, 0, 1, 0, 23.74349
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_39_725.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_39_725.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_39_725.jpg, 0, 1, 0, 24.71231
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_39_840.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_39_840.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_39_840.jpg, 0, 1, 0, 25.86379
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_39_952.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_39_952.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_39_952.jpg, 0, 1, 0, 26.81241
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_40_067.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_40_067.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_40_067.jpg, -0.1348175, 1, 0, 27.93291
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_40_182.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_40_182.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_40_182.jpg, -0.2912864, 1, 0, 28.93813
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_40_295.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_40_295.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_40_295.jpg, 0, 1, 0, 30.03276
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_40_407.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_40_407.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_40_407.jpg, 0, 1, 0, 30.18995
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_40_522.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_40_522.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_40_522.jpg, 0, 1, 0, 30.19026
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_40_628.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_40_628.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_40_628.jpg, 0, 1, 0, 30.19028
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_40_731.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_40_731.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_40_731.jpg, 0, 1, 0, 30.19029
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_40_847.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_40_847.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_40_847.jpg, 0.1417086, 1, 0, 30.185
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_40_947.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_40_947.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_40_947.jpg, 0, 1, 0, 30.19019
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_41_051.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_41_051.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_41_051.jpg, 0, 1, 0, 30.19029
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_41_154.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_41_154.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_41_154.jpg, 0, 1, 0, 30.1903
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_41_257.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_41_257.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_41_257.jpg, 0, 1, 0, 30.1903
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_41_357.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_41_357.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_41_357.jpg, 0.1624516, 1, 0, 30.18316
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_41_469.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_41_469.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_41_469.jpg, 0, 1, 0, 30.19016
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_41_573.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_41_573.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_41_573.jpg, 0, 1, 0, 30.19028
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_41_673.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_41_673.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_41_673.jpg, 0, 1, 0, 30.19029
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_41_789.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_41_789.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_41_789.jpg, 0, 1, 0, 30.19029
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_41_890.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_41_890.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_41_890.jpg, 0.1477051, 1, 0, 30.18453
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_41_992.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_41_992.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_41_992.jpg, 0.1624807, 1, 0, 30.18856
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_42_092.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_42_092.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_42_092.jpg, 0, 1, 0, 30.18978
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_42_207.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_42_207.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_42_207.jpg, 0, 1, 0, 30.19027
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_42_308.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_42_308.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_42_308.jpg, 0, 1, 0, 30.19028
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_42_410.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_42_410.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_42_410.jpg, -0.3066589, 1, 0, 30.16758
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_42_511.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_42_511.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_42_511.jpg, -0.04773007, 1, 0, 30.19043
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_42_613.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_42_613.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_42_613.jpg, 0, 1, 0, 30.18995
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_42_727.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_42_727.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_42_727.jpg, 0, 1, 0, 30.19026
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_42_841.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_42_841.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_42_841.jpg, 0.1619479, 1, 0, 30.18503
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_42_945.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_42_945.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_42_945.jpg, 0, 1, 0, 30.18995
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_43_048.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_43_048.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_43_048.jpg, 0, 1, 0, 30.19042
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_43_148.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_43_148.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_43_148.jpg, -0.09673882, 1, 0, 30.18758
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_43_251.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_43_251.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_43_251.jpg, 0, 1, 0, 30.19028
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_43_352.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_43_352.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_43_352.jpg, 0, 1, 0, 30.19033
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_43_453.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_43_453.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_43_453.jpg, 0, 1, 0, 30.19029
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_43_556.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_43_556.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_43_556.jpg, -0.04920907, 1, 0, 30.18977
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_43_656.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_43_656.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_43_656.jpg, -0.161806, 1, 0, 30.18707
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_43_761.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_43_761.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_43_761.jpg, 0, 1, 0, 30.18987
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_43_864.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_43_864.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_43_864.jpg, 0, 1, 0, 30.19025
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_43_968.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_43_968.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_43_968.jpg, 0, 1, 0, 30.19032
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_44_071.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_44_071.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_44_071.jpg, -0.1449197, 1, 0, 30.18514
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_44_175.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_44_175.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_44_175.jpg, 0, 1, 0, 30.19028
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_44_277.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_44_277.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_44_277.jpg, 0, 1, 0, 30.19034
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_44_380.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_44_380.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_44_380.jpg, 0, 1, 0, 30.1903
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_44_481.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_44_481.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_44_481.jpg, 0, 1, 0, 30.19031
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_44_585.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_44_585.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_44_585.jpg, 0, 1, 0, 30.19031
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_44_687.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_44_687.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_44_687.jpg, -0.213838, 1, 0, 30.17953
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_44_789.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_44_789.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_44_789.jpg, 0, 1, 0, 30.18953
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_44_904.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_44_904.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_44_904.jpg, 0, 1, 0, 30.19026
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_45_004.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_45_004.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_45_004.jpg, 0, 1, 0, 30.19027
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_45_105.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_45_105.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_45_105.jpg, 0, 1, 0, 30.19029
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_45_206.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_45_206.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_45_206.jpg, 0, 1, 0, 30.1903
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_45_321.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_45_321.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_45_321.jpg, -0.140551, 1, 0, 30.18501
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_45_424.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_45_424.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_45_424.jpg, -0.07430403, 1, 0, 30.19102
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_45_524.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_45_524.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_45_524.jpg, 0, 1, 0, 30.19
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_45_629.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_45_629.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_45_629.jpg, 0, 1, 0, 30.19021
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_45_730.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_45_730.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_45_730.jpg, 0, 1, 0, 30.1903
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_45_831.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_45_831.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_45_831.jpg, 0, 1, 0, 30.19031
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_45_931.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_45_931.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_45_931.jpg, 0, 1, 0, 30.19031
D:\Studies\Projects\Simulation\Data\IMG\center_2019_03_28_00_09_46_038.jpg, D:\Studies\Projects\Simulation\Data\IMG\left_2019_03_28_00_09_46_038.jpg, D:\Studies\Projects\Simulation\Data\IMG\right_2019_03_28_00_09_46_038.jpg, 0, 1, 0, 30.1903
